label,text
0,"part 3 ng mga salitang malayo ang spelling sa Pronunciation duet this para malaman naten ang tama niyo gnarly silent g . cliché pseudonym, infamous , cache , vinly , reservoir, segue , "
0,"so ano nga ba ang pag Pronounce dito dahil mahal ko kayo Nag research  ako guys una sa lahat pumunta ako sa youtube channel nito tapos chineck ko yung pinaka unang una nilang mga videos , live streamer and then yung mga interviews ng mga influencers nila at ang sabi nila "" shein live live "" i love shein "" so base sa aking researchang tamang pronunciation ay shein shein pag tinignan mo rin yung luma nilang video ang spelling actually capital S capital I so ibig sabihin nanggaling siya sa  sheIn so shein turns out ganun pala ngayon ko lang rin natutunan ! google research out"
0,ate ano ang english ng mahirap magsalita ng tapos walang literal na translation dahil ang mga expression naten madalas ay specific sa kultura o sa wika na ginagamet naten pero kung sasabihin ko yung idea na to ang sasabihin ko na expression “ its not over until its over “. Mahirap magsalita ng tapos . Its not over until its over sige nga paano niyo sasabihin na mahirap magsalita ng tapos in enhlish por pabor
0,"ano nga ba ang pinagkaiba ng WHAT DO YOU DO ? HOW DO YOU DO ? WHAT ARE YOU DOING ? Sasagutin naten yan dahil maraming nag tatalo sa tiktok
Number1 WHAT DO YOU DO ? Ay ang tanong na ginagamet naten para tanungin ang trabaho ng isang tao so pag may nag tanong sayo what do you do ? Ang trabaho ko ay 
Qustion # 2 pag tinanong ka ng how do you do ? Kamusta ka ? Im fine thank u how do u do ?
Ngayon pag tinanong ka what are you doing ? Ibig niyang sanihin anong ginagawa uhmmm nag titiktok nag babasa . Ang tatlong tanong na yan ay mag kakaiba ng ibig sabihin so isave niyo na tong video na to para di kayo matuloy 
What do you do : trabaho
How do you do : kamusta ka ?
At lastly What are you doing : anong ginagawa mo ?"
0,"part 2 ng mga salitang malayo ang spelling sa pronunciation #1 archive  archive finally nasagot na kung paano siya ipronounce archive 
2. Fjord fffjord not pjord fffjord
3. Subtle subtle silent b subtle
4. Cupboard cupboard silent d 
5. Rendezvous rendezvous
6. Facade facade sinasabe ko na ang ibig sabihin nito facade
7. Choir choir
8. Genre genre and lastly 
9. Suite suit"
0,mga salitang malayo ang spelling sa pronunciation 1. COLONEL : KUR-NEL 2. QUE QUE : not quewawa 3. EPITOME EPITOME AND NOT EPI-TOME 4. PHAROAH PHAROAH 5. BAR GAIN BAR GAIN NOT BARGAIN 6. ARKANSAS NOT ARKANSES 7. DAIQUIRI NOT DAIQUIRI Lemme know if u had request .
0,"ano ang ibig sanihin ng salitang nostalgia hello class this is your human dictonary translator english teacher and we have a new word for todayyyyy
Nostalgia ang na expercience kapag lumilingon tayo sa nakaraan kung positive ang nararamdam naten halimbawa my favorite tiktok vieo are full of nostalgia yung mga nag tthrowback sa 90’s etc ngayon paano naman ang nostalgic pwede naten sabihin na i feel nostalgic or this such a nostalgic experience kapag meron kang dinidiscribe na full of nostalga ang gagamitin naten nostalgic paano niyo gagamitan ng pangungusap"
0,i pronounce pneumonoultramicroscopics illicovolcanoconiosis ganun
0,okey hot topic si tiktok hahayaan mo ba ang boyfriend mo na ipag drive ang isang drunk girl ? So peronal opinion if magkaka jowa ako im single by the way its means pinag kakatiwalaan ko 100 %  kasi kung di ko siya kayang pagkatiwalaan hmmmmmm single na lang ako cuz im happy im okey i have peace of mind so kung masstress lang ako mag dududa di ko na lang siya jojowain second of all kung yung person na yun na pinag kakatiwalaan ko enough to be in a relationship with babe ufgh babe kinilig ako babe the best option to help this girl drive this girl edi okey good good his a good guy so go ahead ughh but then kung may mga leads kayo show them my way 
0,hmmm ako ba ? Yung nasa uniqlo ? Uhmmm tignan naten ahhh ako nga oh my gosh she’s a model she’s a teacher ahhh uhhh ahh hmmmmm welcome to uniqlo
0,3 vocabulary na natutunan ko habang nag babasa ng bridgeton today #1 scintillating : sparkling or shining brigthly or pwede ding lively personality “ he has scintillating personality “ aying have a scintillating personality “ buhay na buhay yung personality niya #2. Loquacious : madaldal “ isn’t he so loquacious “ hindi ba sobrang napaka  daldal nung lalakenh yun and #3. Facetious : ibig sabihin hindi sineseryoso or parang binibiro mo yung dapat seryosong bagay. halimbawa dont be so facetious about this covid is real . Wag kang mag bibiro tungkol dito totoo yung covid . Kahit na  marame na kong alam lage parin ako nag babasa kase lagi kang may matutunan . Comment below kung paano gagamitan hihihimmm .
0,alam niyo guys gulong gulo ko hindi ko ginagamet sobrang daming nag cocomment. “ nasan yung intro ? Nasan yung intro “? Tas sasabihin ko yung intro. tas  may mag comment naman alisin niyo na yung intro sobrang haba . Guys pinapasweldo niyo ba ko ? Charot . Anyway lets decide on this once and for all Or mag poll mag poll tayo do u want me to keep the intro or not to keep the intro ? just wanna do the survey but at the end of the day ako ang masusunod kase heheheeeee . Walang nag papasahod saken dito. Just let me know what u think chaooooo !
0,"ano ba ang ibig sabihin ng body shamming? Hello class its your human dictionary translator context providor english teacher back it again eyyyyyy !!!
Ang body shaming pangungutya sa ating kapwa gamet ang katawan o pysical na anyo so gusto ko lang ishare kung paano ko na body shaming today ako yung lead dun sa music video ni quest . Ughh sobrang ganda nung video BTW. Tapos dun sa mga comments sabi nila 1 , 2 , 3 buti na lang confident ako pero nangyayare din to sa maraming girls who look like me actually maraming tao anyone everyone I think hindi na dapat nangyayare to lets normalize being human. Hello tao tayo iba iba talaga itsura naten duhhhh . But anyways ano ginawa ko don ? Gumawa ako ng tshirts kasi ayun yung trabaho ko sabe nila saken embrace your flaws sabe ko what flaws"
0,"ano naman ang ibig sabihin ng salitang verifiable ? Hello class it’s your human dictionary translator , context writer , english teacher back it again . For another word for today bulol ! Haha bago naten sagutin yan saan nga ba galing ang verifiable ? Ang verifiable ang rootword niya au VERIFY . Ibig sabihin yan yung chinecheck mo kung tama . Pag ginamet naten ang affix na able , kaya maverify . Kaya macheck kung tama ang verifiable . Ngayon paano naten gagamitin ang verifiable sa isang pangungusap? •	are those sources verifiable ? Yubg sources ba niyan ma checheck mo kung tama ? Huh ? Huh ? Tama ba yan o fake news nanaman yan ? Make sure guys na ang sources ng mga shinishare nateng balita verifiable"
0,so meron ba kong tips para sa memorization . Bakit aki gumanun di ko din alam??? meron akong dalawang tips yung isa pag nag aaral yung pangalawa pag nag bibigay ng speech . Dun sa una aralin mo as if ituturo mo sa ibang tao kasi pag nag aral ka thinking na ituturo mo sa iba papasimplehan mo yung konsepto tapos mauulet mo sa ibang tao so kayang mong ulitin sa sarili mo . Yung pangalawa pag nag bibigay ng speech paano mo mag memorize wag kang mag memorize una sa lahat magoutline ka pagkatapos i-internalize mo as in mo sa loobin mo as in talaga paulet ulet mo yung speech mo hanggang sa para kang na lang nag kukwento dont memorize word or word i-internalize at dapat alam mo yung kwento by heart
0,"ate ayn ano nga ba ang ibig sabihin ng overwhelm? Hello class it’s your human dictionary translator , context writer , english teacher back it again ! With another word today . Ang overwhelm ay isang feeling na nangangahulugan nalulunod ka sa sobrang daming emotion pwede siyang positive pwede siyang negative. na ooveewhelm ako ng saya . I feel overhelmed with happiness na overwhelmed ako ng kalungkutan . I feel overwhelmed with sadness so pwede siyang kahit anong feeling pero sobrang intense nung feeling . Pwede ko ring sabihing my job is overwhelming nakakalunod yung trabaho ko sobrang nalelerks . Nalelerks nalelerks na ko sa trabaho ko hu hu hu i’m soooo overwhelmed . Paano niyo gagamitin sa isang pangungusap comment below!"
0,so meron bang pressure saken since parang kilala ako dito sa tiktok bilang englishera/english teacher. Syempre may pressure na ppressure iniisip ko dapat laging tama ayoko ma mislead ng mga tao pero at the same time sa tingin ko importante din na. Na ma normalize naten paano ba naten tatagalugin yun ? masanay tayo na lahat ng tao nag kakamali kasi madalas sobrang ine eedit naten na yung mga bagay na feeling ng mga tao hindi nila kaya. pero actually very attainable maging mag improve ng english kahit na syempre mataas na yung level ko sa normal student . Kasi nga inaral ko tska eto talaga yung field ko . At the same time nag kakamali’t magka mamali pa rin ako so ayun i guess transparancy lang rin para mas ma incourage yung mga tao mag aral. tska magand din para for my mental health
0,so alin ba ang tama dito sa 2 sentences she almost failed every exam or she failed almost every exam ? Surprise surprise tama yung dalawa kailangan  naten icheck ang placement ang posistion ng almost dito tayo nag babago. So yung una “she almost failed every exam”. Ang almost dinidiscribe niya  every so pag tinagalog naten to . Ang ibig niya sabihin “binigsak niya halos lahat ng exam”. Yung 2 “she almost failed every exam “ muntik niya ng ibagsak ang lahat ng exam “. So parehas tama pero magkaiba ang ibig sabihin . Paano naten ippractice to ?”uhmmmm personal tip matuto tayong mag basa para masanay tayo sa ibat ibang position at structure “.
0,"paano ba naten salitang ito Hello class it’s your human dictionary translator , context writer , english teacher back it again ! With another word today . Meron akong trivia sa para inyo. Ang pinakauna kong trabaho out of college , after college ay isang copy writer para sa isang australian airlines so etong word na to “boeing” is something i used work alot ang dami kong sinulat na may salitang “boeing “ pero ang boeing actually is a company . So boeing ay isang company gumagawa ng aircraft  so kung nakikita niyo yung “boeing 707 “boeing 737”.  ibig sabihin nun yun yung model nung aircraft na sinasakyan niyo . So ayun boeing that’s how u pronounce it baby !!! . Bakit ayun ba lage kong sinasabe di ko rin gets hmmmmm . Now u know. "
0,"ano ang ibig sabihin ng salitang “esoteric” isa nanamang english vocubulary lesson para sa inyo . Hello class it’s your human dictionary translator , context writer , english teacher back it again ! With another word today . Ang “esoteric” ay isang adjective. Na salitang nag dedescribe na iilang tao lang ang nakakaintindi . Halimbawa nag bibigay ako ng speech tapos nag joke ako tungkol linguistic pero hindi lahat ng tao nakakaindtindi ng linguistic  so di sila natawa so sasabihin ko “oh my gosh, im so sorry that was such an esoteric joke “ esoteric ibig sabihin piling tao lang ang nakakaintindi . Pwede rin naten gamitin sa debates. Esoteric debates. Halimbawa 2 estudyante nag dedebates about philosopy . Malay ko ba kung sinong philosopher pinag uusapan theyre having an esoteric debates . So paano niyo gagamitin ang esoteric sa isang pangungusap ibig sabihin lang nito pili ang nakaka-alam "
0,"so tuturuan ko naman kayo ng spanish word “ Ola klase it’s your human dictionary translator , context writer , english teacher back it again ! Ahh hehehe spanish teacher back it again ! With another word today . Una pag may kausap ka tapos ayaw makinig sayo . Kapag may student ka na ang gulo gulo ang ingay sabihin mo “ escúchame “ escúchame “ ( dog barking ) “ escúchame por pabor tro fa lito “ ang ingay ng aso ko . “escúchame” “escúchame “ listen to me “ ang ibig niyang sabihin. Shhhhh ang ingay ingay ng aso ko di ko talaga sinandya yun . Pangalawa. “pag mag oorder sa bar dos chupitos de tequila pot favor “ dalawang shot ng tequila please “ and lastly pag naiinis ka na parang ayan ang gulo gulo ng aso ko . “ joder “ joder “ joder “ i think bad word siya pero “ joder “ ( shit )"
0,"ano ang pinag kaiba ng hustle at hassle ? First of all pronunciation hustle , hassle. 2nd ang hustle ay yung kayod parang “ ang sipag naman niya! Grabe yung hustle niya”. Yung hassle naman nakaka sagabal “ ano ba to ! Ang hassle ng traffic . Hassle ang pufffff “ Hello class it’s your human dictionary translator , context writer , english teacher back it again ! With another word today . Baka lang namiss niyo lang yung intro ko. sorry di ako naka pag intro so outdro na lang byeeeeeeeeee! Comment below "
0,"Can u please guce us some unfamiliar words that are meaningful. English lesson , english vocabulary  and Hello class it’s your human dictionary translator , context writer , english teacher back it again ! With another word today . Unang salita ay “ineffable”  ang ineffable ay ginagamet naten para idiscribe ang mga bagay na sobrang extreme pwedeng positive , pwedeng negative na di naten maexplain . Halimbawa “ineffable disgust“ pandidiring na hindi ko ma explain . “ ineffable beauty“ kagandahang hindi ko maexplain. Charoooot ! #2 “cacophony “ang cacophony ay pag halo halo ng tunog na nagiging ingay na siya “ the cacophony of our neighbors , their family , ang their karaoke machine . “ the cacophony of my thoughts “ pwede ring di literal . Let me know if my questions kayo ???"
0,"ano ang ibig sabihin ng stereotype ? 
Hello class it’s your human dictionary translator , context writer , english teacher back it again ! With another word today . Ang “ stereotype na nakasanayan na naten ideya o characteristics ngisang grupo ng tao or isang tao na madalas ay mali halimbawa merong stereotype na ang mga pinay raw ay nag hahanap daw ng foreigner na asawa kasi gusto nila na green card , visa , or ng pera pero hindi yun totoo isa siyang stereotype . Isa siyang maling pananaw tungkol sateng mga pilipina . Ano pa yung isang halimbawa ? Yung mga atenista daw ? Ay konyo mag salita.pwede namang hindi. may mga atenista naman ako na kilala na hindi konyo . So isa siyang stereotype. paano niyo gagamitin sa isang pangungusap at ehhhh at ano pang halimbawa ang iniisip niyo ?"
0,hi guys! Meron akong unpopular opinion tungkol sa word culture dito sa pilipinas . Sana bigyan niyo ng chance yung sasabihin ko . Napansin ko kasi dito sa tiktok ang laki ng language barrier sa bansa naten . Ibig sabihin ko yes official language ang english marame pa din ang hindi nakaka intindi ng academic english . At ang academic english usually yun yung ginagamet kapag  pinag uusapan naten ang social issue and politics. ngayon na papansin ko na rin na fru-frustate na parang bakit parang hindi mo lang maintindihan yung sinasabe ko ? Simple lang naman di ba ? Actually hindi siya simple madalas sa ibang tao. And i dont mean that to say na hindi sila smart ? Ang sinasabe ko lang may language barrier. kasi hindi lahat may previlege maging fluent sa acedemics english so kung gusto talaga naten ng impact ng change makiki pag usap tayo ng simple.
0,"ano ibig sabihin ng check your privilege ? Ang privilage ay isang karaptan , uhmmm, benipisiyo o mga bagay na available sa isang tao isang grupo ng tao na hindi availble sa lahat.
Halimbawa : Ngayong ecq isang privilege ang pag sstay sa ating bahay dahil naman lahat ng tao . Kayang mg stay ng hindi namomoblema sa pag kaen , sa pang gastos nila. So isang privilege yun kung hindi ka namomoblema na nasa bahay ka lang privilige  yun .pag sinabihan tayo ng “check your privilege” . Icheck kung ano meron tayo na hindi available sa iba para mas maintindihan naten kung saan nangangaling at mas maunawan naten  kung nasaan or kung ano yung pinag dadaanan ng ibang tao Check your privilege."
0,"ano ang sabihin ng “ oblivion “ at paano siya ginagamet sa isang pangungusap ? Hello class it’s your human dictionary translator , context writer , english teacher back it again ! With another word today !  May ilang kahulugan ang isang oblivion. Ang una ay yung unconsciousness  nawala na sa isip mo hindi mo na alam yung nangyayare o pagkalimot ,pwede rin  kawalan . So pano naten siya gagamitin sa pangungusap .
Halimbawa
their friendship faded into oblivion . Hindi kasi siya literal so pag tinagalog yan pwede kong sabihin . “Nag uhmmm nag laho ang kanilang pa gkakaibigan”
Pwede ring
i drank so much i slipped into oblivion “ sobrang nalasing ako wala na akong naalala . 
So again depende siya sa gusto mong sabihin npero hindi siya literal yung translation. Pano niyo gagawin sa pangungusap."
0,"Ano ba ang pinag kaiba ng YOUR & YOU`RE .
Hello class this is your human dictionary translator , context provider , and english teacher back i again! With another word of the day . Ang ibig sabihin ng YOUR na walang apostrophes YOUR ay pag may aari so pag sinabe ko
YOUR CAR : Yung ibig kong sabihin ko yung KOTSE MO . Pag sinabe kong 
YOUR BAG :  yung ibig kong sabihin yung bag mo. 
Ngayon san naman naten ginagamitin ang YOU apostrophes RE yan ay
Pina-ikling na YOU ARE : ikaw ay 
so pag sinabe kong "" you are beautiful "" YOU`RE BEAUTIFUL "" ikaw ay maganda . 
Ohhhhh GOOD MORNING"
0,"so anong nga ba ang ibig sabihin ng "" CASH BACK ""  Hello class it’s your human dictionary translator , context writer , english teacher back it again ! With another word today ! So sa madaling salita ang "" CASH BACK "" ay ang perang bumabalik saten Turing nag sa-shopping tayo. Paano ko nakakakuha ng cash back ? Ginagamet ko ang apps. Na shop back app. pero paano ba to gamitin ?. Simple lang imbles na dumaretso sa website o apps kung saan ako mag shoshopping dadaan muna ko sa shop back app Mamili ako dito sa  mga merchant nila ngayonpagkatapos niyan iriridirect nila ako sa app. At dun na lang ako na shoshopping as usually ngayon pag katapos checheck out ko na lang at babayaran ko and then makukuha ko na yung cash back ko . Halimbawa the other day bumuli ako ng bag tapos nakakuha ako ng 200 pesos na cash back . Kasi may 10% cash back . Ahhhhhhh Sulit diba? Don't forget the birthday sales ng Lazada up to 90% ang discount and up to 50% ang shop back cash back. And meron pang Exclusive voucher and deal so sign up na"
0,"Hello tiktok! this is not an english lesson, but gusto ko lang i- share kase may nabasa ako na sinulat ko sa journal ko. Sabi ko ""Dami ko pang bigas na kakainin, pero nagpapasalamat ako na mayroon akong oportunidad na kumain ng bigas period."". Wala langh, naalala ko lang nung sinulat ko to, na i felt na parang ang dami pang kulang, na ang dami pang kailangan aralin, na ang dami ko pang trabahuin. Pero at the same time, super greatful na atleast may opportunity, atleast pwede ako mag try atleast diba?. So, if nahihirapan kayo just in case, if feeling niyo hindi pa enough yung effort, feeling niyo madami pang bigas na kakakinin. Atleast may opportunity na kumain ng bigas diba?. Keep going, and learn for you skirttt."
0,"Ano nga ba ang pinag kaiba ng ""farther"" sa ""further""?. Hello class, your human dictionary translator english teacher is back at it again with two words of the day. Ang farther at further ay dalawang salitang tumutukoy sa distansiya, pero ang pinag kaiba nila ang farther pisikal na distansiya ang further h indi pisikal na distansiya. Paano natin gagamitin sa isang pangungusap?, ""Shall we walk farther?"" ""Mag lalakad pa ba tayo ng mas malayo?"", ""Do you need further information?"", ""Kailangan mo pa ba ng mas maraming impormasiyon?"", ""Which is further? batangas or laguna?"", ""Anong mas malayo batangas o laguna?"", ""Can you explain this further?"", ""Pwede bang iexplain mo pa ng konti?"". Paano niyo gagamitin sa isang pangungusap or dalawa?."
0,"Gusto ko lang i- flex na hindi ko naintindihan kung bakit to trending, turns out nahihirapan pala yung mga taong maka 100 dito, Easy!"
0,"So bakit nga ba sinasabi ng mga tao na ang pag pronounce sa ""GHOTI"" ay fish?, Hello class your human dictionary translator context provider english teacher is back at it again with another word of the day. Ang salitang ito ay isang creative spelling ng fish, pero hindi siya tunay na salita, isa lang siyang representation na nag papakita kung gaano ka- komplikado ang pronunciation at ang spelling sa english. Paano ito naging fish? pino- pronounce natin ang ""GH"" bilang yung ""GH"" sa enough kaya siya ""fff"" tapos yung ""o"" ay awesome women para siyang ""I"", tapos yung ""TI"" ay pino- pronounce nating ""TI"" sa nation, motion, so naging ""SHHH"", fishhhh."
0,"Anong ibig sabihin ng ""Take for granted?"". Hello class your human dictionary translator context provider english teacher is back at it again with another word of the day. Ang ""taken for granted"" ay isang expression na nangangahulugang ""Binabaliwala"", ""Hindi naa- appreciate"", ako! taken for granted ako! charot. I did everything for him and he still took me for granted, ginawa ko ang lahat para sakaniya tapos binaliwala niya parin ako. She took my efforts for granted!, hindi niya manlang naappreciate yung effor ko. Don't take your life for granted. Huwag mong baliwalain ang buhay na meron ka. Ano ito? ano ito? nag wink ako tapos gumanun ako? ano yun? huh? ano?. "
0,"Anong ibig sabihin ng ""Suit yourself?"", bago niyong sabihing mukha akong pagod, pagod talaga ako guys!. Hello class your human dictionary translator context provider english teacher is back at it again with another word of the day. Ang suit yourself ay isang expression na sa madaling salita na ngangahulugang ""bahala ka diyan, edi go! sige go lang! suit yourself, go okay lang, suit yourself"" ayaw mong tulong? suit yourself, bahala ka dyan, edi wag, okay go!, ayoko nang makipag talo suit yourself, gawin mo na kung anong gusto mo, suit yourself."
0,"Kapag hindi ako nag titiktok, ano ang ginagawa ko? sasagutin ko ngayon. Mayroon po akong shirt printing business kung saan nag pi- print kami ng merch ng ibang creators, meron din akong clothing brand ""Morena the label"" isa siyang clothing brand na nag ce- celebrate ng ating kutis, bukod duon dahil isa akong rakitera ako din ay isang freelance writer for magazines, websites nag fe- freelance din akong ng event's hosts, so kung merong seminars, workshops, events for corporate stuffs i'm your girl. Para sa mga nagtataka kung bakit english yung tinuturo ko dito, dati din akong teacher sa spain, nag turo akong english, ""Por favor"". Ang tinapos ko nung college is english language studies kaya alam ko itong mga ito dati rin akong copy writer para sa isang digital marketing agency pero dati ko pa iyong trabahon hindi ko na iyon ginagawa. Isang youtuber subscribe please, at isang podcaster. In short rakitera."
0,"Ano nga ba ang ibig sabihin ng ""Supercalifragilisticexpialidocious""?, Hello class your human dictionary translator context provider english teacher is back at it again with another word of the day pangatlo ko na today, so madaming dibate duon sa pinanggalingan ng salitang Supercalifragilisticexpialidocious, pero pinasikat siya ng movie na Marry poppins, kung saan ang bida ay si Julie andrews. Maraming dibate sa pinanggalingan ng salitang ito, pero ayon sa pelikula ito daw ang isang salitang ginamit natin kapag hindi natin alam ang sasabihin at isa itong word na ginagamit natin para i- express ang isang napaka gandang bagay, very wonderful, positive. Anyway, sabi din ng mag kapatid na Robert at Richard tama ba? yes tama! sila yung song writers nung kantang Supercalifragilisticexpialidocious, ang non sense word na pinag halo halo, eh yung mga batang nag hahalo halo ng mga salita. So, ayun yun yung origin."
0,"ano ang ibig sabihin ng salitang “fathom “ Hello class ! This is your human dictionary transaltor , context provider , english teacher back it again! With another words for today . So maraming ibat ibang dictionary meaning ang “fathom “ pero gusto kong I explain sa inyo ang pinaka common na gamet sa “ fathom “ . Ang ibig ng ka “fathom” ay understand , so isa siyang salitang nangangahulugan , understand , pagka intindi etc. ngayon gamitin naten siya sa pangungusap 

I cannot fathom why you’re into him. 
di ko mapagtanto kung Bakit gustong gusto mo di yan sa taong yan .

So para siyang understand pero medyo mas deeper as in parang gulong gulo ka parang “ I can’t FATHOM why this is what’s happening “ di ko maintindihan kung Bakit ito nangyare . Gets niyo ba yung emotion ? Umacting na ko huh . "
0,"Anong ibig sabihin ng ""for all it's worth or for what it's worth?"". Hello class your human dictionary translator context provider english teacher is back at it again with another word of the day. Ginagamit natin ang expression na for all it's worth or for what it's worth kapag mayroon tayong gustong sabihin pero hindi natin alam kung yung impormasiyon na sasabihin natin ay mayroon bang silbi?, magagamit ba ng tao?, maa- appreciate ba niya? pero sasabihin mo nalang rin. And paano natin ito gagamitin sa isang pangungusap?. Action!, i can't believe he loved me, just like that!. For what it's worth? you were always too good for him, cut. Tagalog version, bakit niya ako iniwan? hindi ko alam kung makakatulong pero masyado ka talagang maganda para duon girl."
0,hey guys gusto ko yung rejection stories ko so nung 2019 nag apply ako sa isang broad casting program at meron sila nitong parang funding for broadcaster parang scholar sobrang gustong gusto ko talaga to makuha kasi ahh ano siya eh it some way sya para mag move forward sa career ko bilang isang creator so ngayon di ako naka pasa “ we were regret to inform u that your pitch was not among the chosen finalists. “ pero honestly naintindihan ko naman kasi sobrang dameng magaling saken pero nalungkot ako at sinabe ko sa sarili so i need to find a diff. Way. so last year during quarantine  tinawagan ko si madam. Rizza sabe ko gusto mo ba maging co-host ng podcast ko sabe niya G !!! Hahaha anyway after alot of hardwork nandito na kami ngayon so its a reminder kung di mag work ang plan a may alphabet pa.
0,"do i reduce nervousness speaking in public so as you guys know well maybe not all of you know for those of u who dont know i’am public speaker , i’am motivational speaker and this is something that i do quiet regularly so i started public speaking when i was in a college i was a an event host i would host  event sa school ganyan pag meron event yung org ako yung mag hohost then after that so parang eventually gumadruate ako from being a host to doing’s speeches about acedemics ganyan . So i would go back to my old school mag gigive ako  mag bibigay ako ng speech sa university ko sa ust . After nun it became work related tas finally nag karoon ng youtube channel nag karoon ako ng ibang ibang avenues to speak i would get invited sa mga events to do like motivation talks just like this one . So what i learn here’s what i’ve Learn okey . first of all u will most likely be nervous kasi its really nerve racking to be in front of people its really scary to be to talk in front of people however would i realize is that overtime once u continue to do it masasanay ka sa feeling ng kinakabahan hindi mawawalan yung kaba pero matututo ka imanage yung kaba mo what do i do i learn to channel my nervouness into good energy so yung kaba ko ginagawa kong humor natatawa ako sa sarili  pinag tatawanan ko yung sarili ko or halimbawa naman nag ssmile alam mo na the things i really love doing is pagkinakabahan i just smile effort to smile extra kasi parang di ba na sumusunod yung emotion ko sa pysical na ginagawa if i smiled i looked to people na nag nonod yes di na ko kinakabahan 
"
0,"ano ng pinagkaiba ng wander sa wonder hello class this is your human dictionary translator , context provider english teacher back it again with another word of the day ! Ibig sabihin ng wander with a nag pagala gala ng walang purpose so parang “i wandering around siargao. “backpacker ka gurllll ? Tapos . Tapos ang wonder with an  O . dalawa yung ibig sabihin niyan so yung una noun parang kababalaghan “ its a wonder “ tapos yung pangalawa verb action yun yung nag tataka ka , nag iisip ka . I wonder “ i wonder about that boy ???. So take that note ang pagkakaiba ng pronunciation WANDER ang may A at WONDER yung may O . Paano niyo gagamitin ang WANDER at WONDER"
